id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_usaha,proyeksi_jumlah_umkm,satuan,tahun
564,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,CRAFT,24967,UNIT,2019
565,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,24368,UNIT,2019
566,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,KONVEKSI,14880,UNIT,2019
567,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,107458,UNIT,2019
568,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,78596,UNIT,2019
569,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,14581,UNIT,2019
570,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA/LAINNYA,33955,UNIT,2019
571,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,985,UNIT,2019
572,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,BATIK,985,UNIT,2019
573,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,BORDIR,141,UNIT,2019
574,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,CRAFT,35167,UNIT,2019
575,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,34323,UNIT,2019
576,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,KONVEKSI,20960,UNIT,2019
577,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,151360,UNIT,2019
578,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,110707,UNIT,2019
579,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,20538,UNIT,2019
580,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA/LAINNYA,47828,UNIT,2019
581,32.0,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,722,UNIT,2019
582,32.0,JAWA BARAT,3205,KABUPATEN GARUT,BATIK,722,UNIT,2019
583,32.0,JAWA BARAT,3205,KABUPATEN GARUT,BORDIR,103,UNIT,2019
584,32.0,JAWA BARAT,3205,KABUPATEN GARUT,CRAFT,25796,UNIT,2019
585,32.0,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,25177,UNIT,2019
586,32.0,JAWA BARAT,3205,KABUPATEN GARUT,KONVEKSI,15375,UNIT,2019
587,32.0,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,111028,UNIT,2019
588,32.0,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,81207,UNIT,2019
589,32.0,JAWA BARAT,3205,KABUPATEN GARUT,MINUMAN,15065,UNIT,2019
590,32.0,JAWA BARAT,3205,KABUPATEN GARUT,JASA/LAINNYA,35083,UNIT,2019
591,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,524,UNIT,2019
592,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BATIK,524,UNIT,2019
593,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BORDIR,75,UNIT,2019
594,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CRAFT,18721,UNIT,2019
595,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,18272,UNIT,2019
596,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONVEKSI,11158,UNIT,2019
597,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,80577,UNIT,2019
598,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MAKANAN,58935,UNIT,2019
599,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MINUMAN,10933,UNIT,2019
600,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA/LAINNYA,25461,UNIT,2019
601,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,AKSESORIS,389,UNIT,2019
602,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,BATIK,389,UNIT,2019
603,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,BORDIR,56,UNIT,2019
604,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,CRAFT,13908,UNIT,2019
605,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,13575,UNIT,2019
606,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,KONVEKSI,8289,UNIT,2019
607,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,KULINER,59862,UNIT,2019
608,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,MAKANAN,43784,UNIT,2019
609,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,MINUMAN,8123,UNIT,2019
610,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,JASA/LAINNYA,18916,UNIT,2019
611,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,AKSESORIS,264,UNIT,2019
612,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,BATIK,264,UNIT,2019
613,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,BORDIR,38,UNIT,2019
614,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,CRAFT,9445,UNIT,2019
615,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASHION,9219,UNIT,2019
616,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,KONVEKSI,5629,UNIT,2019
617,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,KULINER,40653,UNIT,2019
618,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN,29734,UNIT,2019
619,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,MINUMAN,5516,UNIT,2019
620,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA/LAINNYA,12846,UNIT,2019
621,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,AKSESORIS,704,UNIT,2019
622,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,BATIK,704,UNIT,2019
623,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,BORDIR,101,UNIT,2019
624,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,CRAFT,25146,UNIT,2019
625,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,24542,UNIT,2019
626,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,KONVEKSI,14987,UNIT,2019
627,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,KULINER,108227,UNIT,2019
628,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN,79159,UNIT,2019
629,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,MINUMAN,14685,UNIT,2019
630,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,JASA/LAINNYA,34198,UNIT,2019
631,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AKSESORIS,437,UNIT,2019
632,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BATIK,437,UNIT,2019
633,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BORDIR,62,UNIT,2019
634,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CRAFT,15613,UNIT,2019
635,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASHION,15238,UNIT,2019
636,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KONVEKSI,9305,UNIT,2019
637,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KULINER,67198,UNIT,2019
638,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN,49149,UNIT,2019
639,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MINUMAN,9118,UNIT,2019
640,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,JASA/LAINNYA,21234,UNIT,2019
641,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,AKSESORIS,324,UNIT,2019
642,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,BATIK,324,UNIT,2019
643,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,BORDIR,46,UNIT,2019
644,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,CRAFT,11568,UNIT,2019
645,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,FASHION,11290,UNIT,2019
646,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,KONVEKSI,6894,UNIT,2019
647,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,KULINER,49787,UNIT,2019
648,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,MAKANAN,36415,UNIT,2019
649,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,6755,UNIT,2019
650,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,JASA/LAINNYA,15732,UNIT,2019
651,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AKSESORIS,532,UNIT,2019
652,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BATIK,532,UNIT,2019
653,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BORDIR,76,UNIT,2019
654,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CRAFT,19018,UNIT,2019
655,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FASHION,18561,UNIT,2019
656,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KONVEKSI,11335,UNIT,2019
657,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KULINER,81853,UNIT,2019
658,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MAKANAN,59868,UNIT,2019
659,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MINUMAN,11106,UNIT,2019
660,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,JASA/LAINNYA,25864,UNIT,2019
661,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,AKSESORIS,473,UNIT,2019
662,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,BATIK,473,UNIT,2019
663,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,BORDIR,68,UNIT,2019
664,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,CRAFT,16901,UNIT,2019
665,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,FASHION,16495,UNIT,2019
666,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,KONVEKSI,10073,UNIT,2019
667,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,KULINER,72741,UNIT,2019
668,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,MAKANAN,53203,UNIT,2019
669,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,MINUMAN,9870,UNIT,2019
670,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,JASA/LAINNYA,22985,UNIT,2019
671,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AKSESORIS,243,UNIT,2019
672,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BATIK,243,UNIT,2019
673,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BORDIR,35,UNIT,2019
674,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CRAFT,8685,UNIT,2019
675,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASHION,8477,UNIT,2019
676,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONVEKSI,5176,UNIT,2019
677,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KULINER,37380,UNIT,2019
678,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN,27340,UNIT,2019
679,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MINUMAN,5072,UNIT,2019
680,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA/LAINNYA,11812,UNIT,2019
681,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,AKSESORIS,651,UNIT,2019
682,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,BATIK,651,UNIT,2019
683,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,BORDIR,93,UNIT,2019
684,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,CRAFT,23255,UNIT,2019
685,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,22696,UNIT,2019
686,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,KONVEKSI,13860,UNIT,2019
687,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,KULINER,100087,UNIT,2019
688,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,73205,UNIT,2019
689,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,MINUMAN,13581,UNIT,2019
690,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA/LAINNYA,31626,UNIT,2019
691,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,AKSESORIS,644,UNIT,2019
692,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,BATIK,644,UNIT,2019
693,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,BORDIR,92,UNIT,2019
694,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,CRAFT,22999,UNIT,2019
695,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,22447,UNIT,2019
696,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,KONVEKSI,13708,UNIT,2019
697,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,98989,UNIT,2019
698,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN,72402,UNIT,2019
699,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,MINUMAN,13432,UNIT,2019
700,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,JASA/LAINNYA,31279,UNIT,2019
701,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,436,UNIT,2019
702,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BATIK,436,UNIT,2019
703,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BORDIR,62,UNIT,2019
704,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CRAFT,15558,UNIT,2019
705,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,15184,UNIT,2019
706,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONVEKSI,9272,UNIT,2019
707,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,66960,UNIT,2019
708,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,48976,UNIT,2019
709,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,9086,UNIT,2019
710,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA/LAINNYA,21159,UNIT,2019
711,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,168,UNIT,2019
712,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BATIK,168,UNIT,2019
713,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BORDIR,24,UNIT,2019
714,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CRAFT,6002,UNIT,2019
715,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,5858,UNIT,2019
716,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONVEKSI,3577,UNIT,2019
717,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,25832,UNIT,2019
718,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,18894,UNIT,2019
719,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,3505,UNIT,2019
720,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA/LAINNYA,8163,UNIT,2019
721,32.0,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,241,UNIT,2019
722,32.0,JAWA BARAT,3271,KOTA BOGOR,BATIK,241,UNIT,2019
723,32.0,JAWA BARAT,3271,KOTA BOGOR,BORDIR,34,UNIT,2019
724,32.0,JAWA BARAT,3271,KOTA BOGOR,CRAFT,8601,UNIT,2019
725,32.0,JAWA BARAT,3271,KOTA BOGOR,FASHION,8395,UNIT,2019
726,32.0,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,5126,UNIT,2019
727,32.0,JAWA BARAT,3271,KOTA BOGOR,KULINER,37020,UNIT,2019
728,32.0,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,27077,UNIT,2019
729,32.0,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,5023,UNIT,2019
730,32.0,JAWA BARAT,3271,KOTA BOGOR,JASA/LAINNYA,11698,UNIT,2019
731,32.0,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,111,UNIT,2019
732,32.0,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,111,UNIT,2019
733,32.0,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,16,UNIT,2019
734,32.0,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,3980,UNIT,2019
735,32.0,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,3885,UNIT,2019
736,32.0,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,2372,UNIT,2019
737,32.0,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,17130,UNIT,2019
738,32.0,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,12529,UNIT,2019
739,32.0,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,2324,UNIT,2019
740,32.0,JAWA BARAT,3272,KOTA SUKABUMI,JASA/LAINNYA,5413,UNIT,2019
741,32.0,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,959,UNIT,2019
742,32.0,JAWA BARAT,3273,KOTA BANDUNG,BATIK,959,UNIT,2019
743,32.0,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,137,UNIT,2019
744,32.0,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,34238,UNIT,2019
745,32.0,JAWA BARAT,3273,KOTA BANDUNG,FASHION,33416,UNIT,2019
746,32.0,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,20406,UNIT,2019
747,32.0,JAWA BARAT,3273,KOTA BANDUNG,KULINER,147359,UNIT,2019
748,32.0,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,107780,UNIT,2019
749,32.0,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,19995,UNIT,2019
750,32.0,JAWA BARAT,3273,KOTA BANDUNG,JASA/LAINNYA,46563,UNIT,2019
751,32.0,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,112,UNIT,2019
752,32.0,JAWA BARAT,3274,KOTA CIREBON,BATIK,112,UNIT,2019
753,32.0,JAWA BARAT,3274,KOTA CIREBON,BORDIR,16,UNIT,2019
754,32.0,JAWA BARAT,3274,KOTA CIREBON,CRAFT,4004,UNIT,2019
755,32.0,JAWA BARAT,3274,KOTA CIREBON,FASHION,3908,UNIT,2019
756,32.0,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,2386,UNIT,2019
757,32.0,JAWA BARAT,3274,KOTA CIREBON,KULINER,17234,UNIT,2019
758,32.0,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,12605,UNIT,2019
759,32.0,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,2338,UNIT,2019
760,32.0,JAWA BARAT,3274,KOTA CIREBON,JASA/LAINNYA,5446,UNIT,2019
761,32.0,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,566,UNIT,2019
762,32.0,JAWA BARAT,3275,KOTA BEKASI,BATIK,566,UNIT,2019
763,32.0,JAWA BARAT,3275,KOTA BEKASI,BORDIR,81,UNIT,2019
764,32.0,JAWA BARAT,3275,KOTA BEKASI,CRAFT,20213,UNIT,2019
765,32.0,JAWA BARAT,3275,KOTA BEKASI,FASHION,19728,UNIT,2019
766,32.0,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,12047,UNIT,2019
767,32.0,JAWA BARAT,3275,KOTA BEKASI,KULINER,86998,UNIT,2019
768,32.0,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,63632,UNIT,2019
769,32.0,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,11805,UNIT,2019
770,32.0,JAWA BARAT,3275,KOTA BEKASI,JASA/LAINNYA,27490,UNIT,2019
771,32.0,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,453,UNIT,2019
772,32.0,JAWA BARAT,3276,KOTA DEPOK,BATIK,453,UNIT,2019
773,32.0,JAWA BARAT,3276,KOTA DEPOK,BORDIR,65,UNIT,2019
774,32.0,JAWA BARAT,3276,KOTA DEPOK,CRAFT,16165,UNIT,2019
775,32.0,JAWA BARAT,3276,KOTA DEPOK,FASHION,15777,UNIT,2019
776,32.0,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,9634,UNIT,2019
777,32.0,JAWA BARAT,3276,KOTA DEPOK,KULINER,69574,UNIT,2019
778,32.0,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,50888,UNIT,2019
779,32.0,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,9440,UNIT,2019
780,32.0,JAWA BARAT,3276,KOTA DEPOK,JASA/LAINNYA,21984,UNIT,2019
781,32.0,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,159,UNIT,2019
782,32.0,JAWA BARAT,3277,KOTA CIMAHI,BATIK,159,UNIT,2019
783,32.0,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,23,UNIT,2019
784,32.0,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,5665,UNIT,2019
785,32.0,JAWA BARAT,3277,KOTA CIMAHI,FASHION,5529,UNIT,2019
786,32.0,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,3376,UNIT,2019
787,32.0,JAWA BARAT,3277,KOTA CIMAHI,KULINER,24383,UNIT,2019
788,32.0,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,17834,UNIT,2019
789,32.0,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,3308,UNIT,2019
790,32.0,JAWA BARAT,3277,KOTA CIMAHI,JASA/LAINNYA,7705,UNIT,2019
791,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,254,UNIT,2019
792,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,254,UNIT,2019
793,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,36,UNIT,2019
794,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,9070,UNIT,2019
795,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,8852,UNIT,2019
796,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,5406,UNIT,2019
797,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,39037,UNIT,2019
798,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,28552,UNIT,2019
799,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,5297,UNIT,2019
800,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA/LAINNYA,12335,UNIT,2019
801,32.0,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,72,UNIT,2019
802,32.0,JAWA BARAT,3279,KOTA BANJAR,BATIK,72,UNIT,2019
803,32.0,JAWA BARAT,3279,KOTA BANJAR,BORDIR,10,UNIT,2019
804,32.0,JAWA BARAT,3279,KOTA BANJAR,CRAFT,2578,UNIT,2019
805,32.0,JAWA BARAT,3279,KOTA BANJAR,FASHION,2516,UNIT,2019
806,32.0,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,1536,UNIT,2019
807,32.0,JAWA BARAT,3279,KOTA BANJAR,KULINER,11095,UNIT,2019
808,32.0,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,8115,UNIT,2019
809,32.0,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,1505,UNIT,2019
810,32.0,JAWA BARAT,3279,KOTA BANJAR,JASA/LAINNYA,3506,UNIT,2019
811,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,1110,UNIT,2020
812,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,BATIK,1110,UNIT,2020
813,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,BORDIR,159,UNIT,2020
814,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,CRAFT,39644,UNIT,2020
815,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,FASHION,38693,UNIT,2020
816,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,KONVEKSI,23628,UNIT,2020
817,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,KULINER,170630,UNIT,2020
818,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN,124801,UNIT,2020
819,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,MINUMAN,23152,UNIT,2020
820,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,JASA/LAINNYA,53916,UNIT,2020
821,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,796,UNIT,2020
822,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,BATIK,796,UNIT,2020
823,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,BORDIR,114,UNIT,2020
824,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,CRAFT,28435,UNIT,2020
825,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,27752,UNIT,2020
826,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONVEKSI,16947,UNIT,2020
827,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,KULINER,122384,UNIT,2020
828,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,89513,UNIT,2020
829,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,16606,UNIT,2020
830,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA/LAINNYA,38671,UNIT,2020
831,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,742,UNIT,2020
832,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,BATIK,742,UNIT,2020
833,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,BORDIR,106,UNIT,2020
834,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,CRAFT,26512,UNIT,2020
835,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,25875,UNIT,2020
836,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,KONVEKSI,15801,UNIT,2020
837,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,114106,UNIT,2020
838,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,83459,UNIT,2020
839,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,15483,UNIT,2020
840,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA/LAINNYA,36056,UNIT,2020
841,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,1046,UNIT,2020
842,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,BATIK,1046,UNIT,2020
843,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,BORDIR,149,UNIT,2020
844,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,CRAFT,37343,UNIT,2020
845,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,36447,UNIT,2020
846,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,KONVEKSI,22257,UNIT,2020
847,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,160725,UNIT,2020
