id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_usaha,proyeksi_jumlah_umkm,satuan,tahun
1130,32.0,JAWA BARAT,3205,KABUPATEN GARUT,JASA/LAINNYA,39559,UNIT,2021
1131,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,591,UNIT,2021
1132,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BATIK,591,UNIT,2021
1133,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BORDIR,84,UNIT,2021
1134,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CRAFT,21110,UNIT,2021
1135,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,20603,UNIT,2021
1136,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONVEKSI,12581,UNIT,2021
1137,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,90856,UNIT,2021
1138,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MAKANAN,66453,UNIT,2021
1139,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MINUMAN,12328,UNIT,2021
1140,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA/LAINNYA,28709,UNIT,2021
1141,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,AKSESORIS,439,UNIT,2021
1142,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,BATIK,439,UNIT,2021
1143,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,BORDIR,63,UNIT,2021
1144,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,CRAFT,15683,UNIT,2021
1145,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,15306,UNIT,2021
1146,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,KONVEKSI,9347,UNIT,2021
1147,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,KULINER,67499,UNIT,2021
1148,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,MAKANAN,49369,UNIT,2021
1149,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,MINUMAN,9159,UNIT,2021
1150,32.0,JAWA BARAT,3207,KABUPATEN CIAMIS,JASA/LAINNYA,21329,UNIT,2021
1151,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,AKSESORIS,298,UNIT,2021
1152,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,BATIK,298,UNIT,2021
1153,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,BORDIR,43,UNIT,2021
1154,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,CRAFT,10650,UNIT,2021
1155,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASHION,10395,UNIT,2021
1156,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,KONVEKSI,6348,UNIT,2021
1157,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,KULINER,45839,UNIT,2021
1158,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN,33527,UNIT,2021
1159,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,MINUMAN,6220,UNIT,2021
1160,32.0,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA/LAINNYA,14485,UNIT,2021
1161,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,AKSESORIS,794,UNIT,2021
1162,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,BATIK,794,UNIT,2021
1163,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,BORDIR,113,UNIT,2021
1164,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,CRAFT,28354,UNIT,2021
1165,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,27673,UNIT,2021
1166,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,KONVEKSI,16899,UNIT,2021
1167,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,KULINER,122034,UNIT,2021
1168,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN,89257,UNIT,2021
1169,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,MINUMAN,16559,UNIT,2021
1170,32.0,JAWA BARAT,3209,KABUPATEN CIREBON,JASA/LAINNYA,38561,UNIT,2021
1171,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AKSESORIS,493,UNIT,2021
1172,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BATIK,493,UNIT,2021
1173,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BORDIR,70,UNIT,2021
1174,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CRAFT,17605,UNIT,2021
1175,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASHION,17182,UNIT,2021
1176,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KONVEKSI,10492,UNIT,2021
1177,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KULINER,75770,UNIT,2021
1178,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN,55419,UNIT,2021
1179,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MINUMAN,10281,UNIT,2021
1180,32.0,JAWA BARAT,3210,KABUPATEN MAJALENGKA,JASA/LAINNYA,23942,UNIT,2021
1181,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,AKSESORIS,365,UNIT,2021
1182,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,BATIK,365,UNIT,2021
1183,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,BORDIR,52,UNIT,2021
1184,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,CRAFT,13043,UNIT,2021
1185,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,FASHION,12730,UNIT,2021
1186,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,KONVEKSI,7774,UNIT,2021
1187,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,KULINER,56138,UNIT,2021
1188,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,MAKANAN,41060,UNIT,2021
1189,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,7617,UNIT,2021
1190,32.0,JAWA BARAT,3211,KABUPATEN SUMEDANG,JASA/LAINNYA,17739,UNIT,2021
1191,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AKSESORIS,600,UNIT,2021
1192,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BATIK,600,UNIT,2021
1193,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BORDIR,86,UNIT,2021
1194,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CRAFT,21444,UNIT,2021
1195,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FASHION,20929,UNIT,2021
1196,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KONVEKSI,12781,UNIT,2021
1197,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KULINER,92295,UNIT,2021
1198,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MAKANAN,67506,UNIT,2021
1199,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MINUMAN,12523,UNIT,2021
1200,32.0,JAWA BARAT,3212,KABUPATEN INDRAMAYU,JASA/LAINNYA,29164,UNIT,2021
1201,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,AKSESORIS,534,UNIT,2021
1202,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,BATIK,534,UNIT,2021
1203,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,BORDIR,76,UNIT,2021
1204,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,CRAFT,19057,UNIT,2021
1205,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,FASHION,18599,UNIT,2021
1206,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,KONVEKSI,11358,UNIT,2021
1207,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,KULINER,82020,UNIT,2021
1208,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,MAKANAN,59991,UNIT,2021
1209,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,MINUMAN,11129,UNIT,2021
1210,32.0,JAWA BARAT,3213,KABUPATEN SUBANG,JASA/LAINNYA,25917,UNIT,2021
1211,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AKSESORIS,274,UNIT,2021
1212,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BATIK,274,UNIT,2021
1213,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BORDIR,39,UNIT,2021
1214,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CRAFT,9793,UNIT,2021
1215,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASHION,9558,UNIT,2021
1216,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONVEKSI,5837,UNIT,2021
1217,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KULINER,42149,UNIT,2021
1218,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN,30828,UNIT,2021
1219,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MINUMAN,5719,UNIT,2021
1220,32.0,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA/LAINNYA,13318,UNIT,2021
1221,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,AKSESORIS,734,UNIT,2021
1222,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,BATIK,734,UNIT,2021
1223,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,BORDIR,105,UNIT,2021
1224,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,CRAFT,26221,UNIT,2021
1225,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,25592,UNIT,2021
1226,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,KONVEKSI,15628,UNIT,2021
1227,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,KULINER,112856,UNIT,2021
1228,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,82544,UNIT,2021
1229,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,MINUMAN,15313,UNIT,2021
1230,32.0,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA/LAINNYA,35661,UNIT,2021
1231,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,AKSESORIS,726,UNIT,2021
1232,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,BATIK,726,UNIT,2021
1233,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,BORDIR,104,UNIT,2021
1234,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,CRAFT,25933,UNIT,2021
1235,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,25311,UNIT,2021
1236,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,KONVEKSI,15456,UNIT,2021
1237,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,111617,UNIT,2021
1238,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,MAKANAN,81638,UNIT,2021
1239,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,MINUMAN,15145,UNIT,2021
1240,32.0,JAWA BARAT,3216,KABUPATEN BEKASI,JASA/LAINNYA,35269,UNIT,2021
1241,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,491,UNIT,2021
1242,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BATIK,491,UNIT,2021
1243,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BORDIR,70,UNIT,2021
1244,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CRAFT,17542,UNIT,2021
1245,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,17121,UNIT,2021
1246,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONVEKSI,10455,UNIT,2021
1247,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,75503,UNIT,2021
1248,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,55224,UNIT,2021
1249,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,10245,UNIT,2021
1250,32.0,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA/LAINNYA,23858,UNIT,2021
1251,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,189,UNIT,2021
1252,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BATIK,189,UNIT,2021
1253,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BORDIR,27,UNIT,2021
1254,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CRAFT,6768,UNIT,2021
1255,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,6605,UNIT,2021
1256,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONVEKSI,4033,UNIT,2021
1257,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KULINER,29128,UNIT,2021
1258,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,21304,UNIT,2021
1259,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MINUMAN,3952,UNIT,2021
1260,32.0,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA/LAINNYA,9204,UNIT,2021
1261,32.0,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,272,UNIT,2021
1262,32.0,JAWA BARAT,3271,KOTA BOGOR,BATIK,272,UNIT,2021
1263,32.0,JAWA BARAT,3271,KOTA BOGOR,BORDIR,39,UNIT,2021
1264,32.0,JAWA BARAT,3271,KOTA BOGOR,CRAFT,9699,UNIT,2021
1265,32.0,JAWA BARAT,3271,KOTA BOGOR,FASHION,9466,UNIT,2021
1266,32.0,JAWA BARAT,3271,KOTA BOGOR,KONVEKSI,5780,UNIT,2021
1267,32.0,JAWA BARAT,3271,KOTA BOGOR,KULINER,41743,UNIT,2021
1268,32.0,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,30531,UNIT,2021
1269,32.0,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,5664,UNIT,2021
1270,32.0,JAWA BARAT,3271,KOTA BOGOR,JASA/LAINNYA,13190,UNIT,2021
1271,32.0,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,126,UNIT,2021
1272,32.0,JAWA BARAT,3272,KOTA SUKABUMI,BATIK,126,UNIT,2021
1273,32.0,JAWA BARAT,3272,KOTA SUKABUMI,BORDIR,18,UNIT,2021
1274,32.0,JAWA BARAT,3272,KOTA SUKABUMI,CRAFT,4488,UNIT,2021
1275,32.0,JAWA BARAT,3272,KOTA SUKABUMI,FASHION,4380,UNIT,2021
1276,32.0,JAWA BARAT,3272,KOTA SUKABUMI,KONVEKSI,2675,UNIT,2021
1277,32.0,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,19315,UNIT,2021
1278,32.0,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,14128,UNIT,2021
1279,32.0,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,2621,UNIT,2021
1280,32.0,JAWA BARAT,3272,KOTA SUKABUMI,JASA/LAINNYA,6103,UNIT,2021
1281,32.0,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,1081,UNIT,2021
1282,32.0,JAWA BARAT,3273,KOTA BANDUNG,BATIK,1081,UNIT,2021
1283,32.0,JAWA BARAT,3273,KOTA BANDUNG,BORDIR,154,UNIT,2021
1284,32.0,JAWA BARAT,3273,KOTA BANDUNG,CRAFT,38605,UNIT,2021
1285,32.0,JAWA BARAT,3273,KOTA BANDUNG,FASHION,37679,UNIT,2021
1286,32.0,JAWA BARAT,3273,KOTA BANDUNG,KONVEKSI,23009,UNIT,2021
1287,32.0,JAWA BARAT,3273,KOTA BANDUNG,KULINER,166158,UNIT,2021
1288,32.0,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,121530,UNIT,2021
1289,32.0,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,22546,UNIT,2021
1290,32.0,JAWA BARAT,3273,KOTA BANDUNG,JASA/LAINNYA,52503,UNIT,2021
1291,32.0,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,126,UNIT,2021
1292,32.0,JAWA BARAT,3274,KOTA CIREBON,BATIK,126,UNIT,2021
1293,32.0,JAWA BARAT,3274,KOTA CIREBON,BORDIR,18,UNIT,2021
1294,32.0,JAWA BARAT,3274,KOTA CIREBON,CRAFT,4515,UNIT,2021
1295,32.0,JAWA BARAT,3274,KOTA CIREBON,FASHION,4407,UNIT,2021
1296,32.0,JAWA BARAT,3274,KOTA CIREBON,KONVEKSI,2691,UNIT,2021
1297,32.0,JAWA BARAT,3274,KOTA CIREBON,KULINER,19432,UNIT,2021
1298,32.0,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,14213,UNIT,2021
1299,32.0,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,2637,UNIT,2021
1300,32.0,JAWA BARAT,3274,KOTA CIREBON,JASA/LAINNYA,6140,UNIT,2021
1301,32.0,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,638,UNIT,2021
1302,32.0,JAWA BARAT,3275,KOTA BEKASI,BATIK,638,UNIT,2021
1303,32.0,JAWA BARAT,3275,KOTA BEKASI,BORDIR,91,UNIT,2021
1304,32.0,JAWA BARAT,3275,KOTA BEKASI,CRAFT,22792,UNIT,2021
1305,32.0,JAWA BARAT,3275,KOTA BEKASI,FASHION,22245,UNIT,2021
1306,32.0,JAWA BARAT,3275,KOTA BEKASI,KONVEKSI,13584,UNIT,2021
1307,32.0,JAWA BARAT,3275,KOTA BEKASI,KULINER,98097,UNIT,2021
1308,32.0,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,71749,UNIT,2021
1309,32.0,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,13311,UNIT,2021
1310,32.0,JAWA BARAT,3275,KOTA BEKASI,JASA/LAINNYA,30997,UNIT,2021
1311,32.0,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,510,UNIT,2021
1312,32.0,JAWA BARAT,3276,KOTA DEPOK,BATIK,510,UNIT,2021
1313,32.0,JAWA BARAT,3276,KOTA DEPOK,BORDIR,73,UNIT,2021
1314,32.0,JAWA BARAT,3276,KOTA DEPOK,CRAFT,18227,UNIT,2021
1315,32.0,JAWA BARAT,3276,KOTA DEPOK,FASHION,17790,UNIT,2021
1316,32.0,JAWA BARAT,3276,KOTA DEPOK,KONVEKSI,10863,UNIT,2021
1317,32.0,JAWA BARAT,3276,KOTA DEPOK,KULINER,78450,UNIT,2021
1318,32.0,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,57380,UNIT,2021
1319,32.0,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,10645,UNIT,2021
1320,32.0,JAWA BARAT,3276,KOTA DEPOK,JASA/LAINNYA,24789,UNIT,2021
1321,32.0,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,179,UNIT,2021
1322,32.0,JAWA BARAT,3277,KOTA CIMAHI,BATIK,179,UNIT,2021
1323,32.0,JAWA BARAT,3277,KOTA CIMAHI,BORDIR,26,UNIT,2021
1324,32.0,JAWA BARAT,3277,KOTA CIMAHI,CRAFT,6388,UNIT,2021
1325,32.0,JAWA BARAT,3277,KOTA CIMAHI,FASHION,6235,UNIT,2021
1326,32.0,JAWA BARAT,3277,KOTA CIMAHI,KONVEKSI,3807,UNIT,2021
1327,32.0,JAWA BARAT,3277,KOTA CIMAHI,KULINER,27493,UNIT,2021
1328,32.0,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,20109,UNIT,2021
1329,32.0,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,3731,UNIT,2021
1330,32.0,JAWA BARAT,3277,KOTA CIMAHI,JASA/LAINNYA,8688,UNIT,2021
1331,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,286,UNIT,2021
1332,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,BATIK,286,UNIT,2021
1333,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,BORDIR,41,UNIT,2021
1334,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,CRAFT,10227,UNIT,2021
1335,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,FASHION,9982,UNIT,2021
1336,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,KONVEKSI,6095,UNIT,2021
1337,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,44017,UNIT,2021
1338,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,32195,UNIT,2021
1339,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,5973,UNIT,2021
1340,32.0,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA/LAINNYA,13909,UNIT,2021
1341,32.0,JAWA BARAT,3279,KOTA BANJAR,AKSESORIS,81,UNIT,2021
1342,32.0,JAWA BARAT,3279,KOTA BANJAR,BATIK,81,UNIT,2021
1343,32.0,JAWA BARAT,3279,KOTA BANJAR,BORDIR,12,UNIT,2021
1344,32.0,JAWA BARAT,3279,KOTA BANJAR,CRAFT,2907,UNIT,2021
1345,32.0,JAWA BARAT,3279,KOTA BANJAR,FASHION,2837,UNIT,2021
1346,32.0,JAWA BARAT,3279,KOTA BANJAR,KONVEKSI,1732,UNIT,2021
1347,32.0,JAWA BARAT,3279,KOTA BANJAR,KULINER,12510,UNIT,2021
1348,32.0,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,9150,UNIT,2021
1349,32.0,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,1698,UNIT,2021
1350,32.0,JAWA BARAT,3279,KOTA BANJAR,JASA/LAINNYA,3953,UNIT,2021
1351,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,1252,UNIT,2022
1352,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,BATIK,1252,UNIT,2022
1353,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,BORDIR,179,UNIT,2022
1354,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,CRAFT,44702,UNIT,2022
1355,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,FASHION,43629,UNIT,2022
1356,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,KONVEKSI,26642,UNIT,2022
1357,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,KULINER,192398,UNIT,2022
1358,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,MAKANAN,140722,UNIT,2022
1359,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,MINUMAN,26106,UNIT,2022
1360,32.0,JAWA BARAT,3201,KABUPATEN BOGOR,JASA/LAINNYA,60795,UNIT,2022
1361,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,898,UNIT,2022
1362,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,BATIK,898,UNIT,2022
1363,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,BORDIR,128,UNIT,2022
1364,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,CRAFT,32062,UNIT,2022
1365,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,31293,UNIT,2022
1366,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONVEKSI,19109,UNIT,2022
1367,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,KULINER,137997,UNIT,2022
1368,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,100932,UNIT,2022
1369,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,18724,UNIT,2022
1370,32.0,JAWA BARAT,3202,KABUPATEN SUKABUMI,JASA/LAINNYA,43605,UNIT,2022
1371,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,837,UNIT,2022
1372,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,BATIK,837,UNIT,2022
1373,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,BORDIR,120,UNIT,2022
1374,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,CRAFT,29894,UNIT,2022
1375,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,29176,UNIT,2022
1376,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,KONVEKSI,17817,UNIT,2022
1377,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,128663,UNIT,2022
1378,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,94106,UNIT,2022
1379,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,17458,UNIT,2022
1380,32.0,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA/LAINNYA,40656,UNIT,2022
1381,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,1179,UNIT,2022
1382,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,BATIK,1179,UNIT,2022
1383,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,BORDIR,168,UNIT,2022
1384,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,CRAFT,42107,UNIT,2022
1385,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,FASHION,41097,UNIT,2022
1386,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,KONVEKSI,25096,UNIT,2022
1387,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,181229,UNIT,2022
1388,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,132553,UNIT,2022
1389,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,24591,UNIT,2022
1390,32.0,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA/LAINNYA,57266,UNIT,2022
1391,32.0,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,865,UNIT,2022
1392,32.0,JAWA BARAT,3205,KABUPATEN GARUT,BATIK,865,UNIT,2022
1393,32.0,JAWA BARAT,3205,KABUPATEN GARUT,BORDIR,124,UNIT,2022
1394,32.0,JAWA BARAT,3205,KABUPATEN GARUT,CRAFT,30887,UNIT,2022
1395,32.0,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,30146,UNIT,2022
1396,32.0,JAWA BARAT,3205,KABUPATEN GARUT,KONVEKSI,18409,UNIT,2022
1397,32.0,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,132938,UNIT,2022
1398,32.0,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,97232,UNIT,2022
1399,32.0,JAWA BARAT,3205,KABUPATEN GARUT,MINUMAN,18038,UNIT,2022
1400,32.0,JAWA BARAT,3205,KABUPATEN GARUT,JASA/LAINNYA,42006,UNIT,2022
1401,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,628,UNIT,2022
1402,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BATIK,628,UNIT,2022
1403,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BORDIR,90,UNIT,2022
1404,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CRAFT,22416,UNIT,2022
1405,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,21878,UNIT,2022
1406,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONVEKSI,13360,UNIT,2022
1407,32.0,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,96478,UNIT,2022
